airline,source,destination,route,duration,total_stops,price,year,month,day,day_name,holiday,season,dep_hour,dep_minute,dep_time,arrival_hour,arrival_minute,arrival_time
Jet Airways,Delhi,Cochin,DEL → BOM → COK,705,1,17549,2019,9,3,Tuesday,0,Rainy,8,0,Morning,19,45,Evening
SpiceJet,Mumbai,Hyderabad,BOM → HYD,85,0,1759,2019,3,27,Wednesday,0,Summer,22,45,Night,0,10,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4423,2019,12,5,Thursday,0,Winter,6,5,Early Morning,8,50,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4544,2019,9,4,Wednesday,0,Rainy,7,10,Early Morning,10,10,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,12402,2019,3,6,Wednesday,0,Summer,8,0,Morning,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1415,1,12898,2019,5,21,Tuesday,0,Summer,13,0,Afternoon,12,35,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,4030,2019,5,21,Tuesday,0,Summer,6,0,Early Morning,8,45,Morning
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,17501,2019,1,3,Thursday,0,Winter,6,20,Early Morning,7,45,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,930,1,8073,2019,5,15,Wednesday,0,Summer,10,0,Morning,1,30,Late Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,800,2,11702,2019,3,21,Thursday,0,Summer,5,30,Early Morning,18,50,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,455,1,6442,2019,3,6,Wednesday,0,Summer,8,35,Morning,16,10,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4804,2019,6,24,Monday,0,Rainy,9,35,Morning,12,20,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,1,4,Friday,0,Winter,8,30,Morning,11,20,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,610,1,10877,2019,12,6,Friday,0,Winter,8,50,Morning,19,0,Evening
Air India,Delhi,Cochin,DEL → COK,170,0,5201,2019,6,21,Friday,0,Rainy,5,10,Early Morning,8,0,Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,505,1,13067,2019,5,15,Wednesday,0,Summer,9,35,Morning,18,0,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,3,24,Sunday,1,Summer,2,30,Late Night,4,0,Early Morning
Air India,Kolkata,Banglore,CCU → BOM → BLR,745,1,8366,2019,5,15,Wednesday,0,Summer,9,25,Morning,21,50,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,10844,2019,5,21,Tuesday,0,Summer,18,55,Evening,19,50,Evening
Vistara,Banglore,Delhi,BLR → DEL,155,0,4878,2019,6,18,Tuesday,0,Rainy,17,0,Evening,19,35,Evening
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1375,2,13292,2019,6,15,Saturday,1,Rainy,5,30,Early Morning,4,25,Early Morning
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,12,6,Friday,0,Winter,11,30,Morning,14,5,Afternoon
Air India,Delhi,Cochin,DEL → COK,180,0,5201,2019,12,6,Friday,0,Winter,14,10,Afternoon,17,10,Evening
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1350,1,8820,2019,6,6,Thursday,0,Rainy,20,20,Night,18,50,Evening
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,4160,2019,3,18,Monday,0,Summer,10,20,Morning,11,50,Morning
Air India,Kolkata,Banglore,CCU → BOM → BLR,545,1,8891,2019,5,15,Wednesday,0,Summer,9,25,Morning,18,30,Evening
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1285,1,10539,2019,6,6,Thursday,0,Rainy,17,0,Evening,14,25,Afternoon
SpiceJet,Banglore,Delhi,BLR → DEL,160,0,3971,2019,1,4,Friday,0,Winter,5,55,Early Morning,8,35,Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,810,1,6093,2019,6,27,Thursday,0,Rainy,7,30,Early Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,385,1,8266,2019,5,15,Wednesday,0,Summer,12,50,Afternoon,19,15,Evening
Air India,Delhi,Cochin,DEL → MAA → COK,1255,1,7480,2019,5,18,Saturday,1,Summer,12,30,Afternoon,9,25,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,11789,2019,6,27,Thursday,0,Rainy,8,45,Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,440,1,15135,2019,3,3,Sunday,1,Summer,11,30,Morning,18,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,645,1,7887,2019,5,18,Saturday,1,Summer,8,30,Morning,19,15,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,425,1,6818,2019,5,15,Wednesday,0,Summer,5,5,Early Morning,12,10,Afternoon
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6482,2019,9,3,Tuesday,0,Rainy,5,15,Early Morning,7,35,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,7888,2019,5,21,Tuesday,0,Summer,9,0,Morning,21,0,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1220,1,13759,2019,3,24,Sunday,1,Summer,8,25,Morning,4,45,Early Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,660,1,10262,2019,6,27,Thursday,0,Rainy,8,0,Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,540,1,10197,2019,5,15,Wednesday,0,Summer,10,0,Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,470,1,7997,2019,5,18,Saturday,1,Summer,11,25,Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → MAA → COK,965,1,5117,2019,3,4,Monday,0,Summer,17,20,Evening,9,25,Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,540,1,12373,2019,9,5,Thursday,0,Rainy,10,0,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,7229,2019,6,27,Thursday,0,Rainy,18,55,Evening,22,0,Night
Air India,Mumbai,Hyderabad,BOM → HYD,90,0,2575,2019,3,24,Sunday,1,Summer,13,55,Afternoon,15,25,Afternoon
Air India,Kolkata,Banglore,CCU → GAU → BLR,675,1,7662,2019,5,24,Friday,0,Summer,9,50,Morning,21,5,Night
Air India,Kolkata,Banglore,CCU → BOM → BLR,745,1,8366,2019,5,18,Saturday,1,Summer,9,25,Morning,21,50,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,10844,2019,5,18,Saturday,1,Summer,8,25,Morning,20,45,Night
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3540,2019,6,6,Thursday,0,Rainy,5,15,Early Morning,7,40,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,935,1,16863,2019,3,3,Sunday,1,Summer,10,0,Morning,1,35,Late Night
Air India,Banglore,Delhi,BLR → DEL,170,0,6121,2019,3,5,Tuesday,0,Summer,21,5,Night,23,55,Night
IndiGo,Banglore,Delhi,BLR → MAA → DEL,305,1,8434,2019,9,3,Tuesday,0,Rainy,6,25,Early Morning,11,30,Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,14151,2019,5,21,Tuesday,0,Summer,17,0,Evening,23,35,Night
Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,14441,2019,6,6,Thursday,0,Rainy,5,30,Early Morning,12,35,Afternoon
GoAir,Banglore,Delhi,BLR → DEL,170,0,3898,2019,1,6,Sunday,1,Winter,11,40,Morning,14,30,Afternoon
Air Asia,Banglore,Delhi,BLR → DEL,170,0,4282,2019,12,4,Wednesday,0,Winter,4,55,Early Morning,7,45,Early Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6478,2019,3,6,Wednesday,0,Summer,17,45,Evening,20,45,Night
GoAir,Banglore,Delhi,BLR → DEL,175,0,3898,2019,6,24,Monday,0,Rainy,7,45,Early Morning,10,40,Morning
Jet Airways,Banglore,Delhi,BLR → BDQ → DEL,390,1,11297,2019,12,3,Tuesday,0,Winter,5,50,Early Morning,12,20,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,5224,2019,5,27,Monday,0,Summer,14,25,Afternoon,16,55,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,6,4,Tuesday,0,Rainy,18,55,Evening,21,50,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,645,1,14871,2019,3,3,Sunday,1,Summer,4,45,Early Morning,15,30,Afternoon
Air India,Delhi,Cochin,DEL → MAA → COK,1420,1,7480,2019,6,27,Thursday,0,Rainy,9,45,Morning,9,25,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5224,2019,3,5,Tuesday,0,Summer,11,30,Morning,14,5,Afternoon
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,6093,2019,4,24,Wednesday,0,Summer,7,10,Early Morning,16,10,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,6,27,Thursday,0,Rainy,19,5,Evening,20,35,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,95,0,2227,2019,1,6,Sunday,1,Winter,20,5,Night,21,40,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,705,1,14781,2019,6,5,Wednesday,0,Rainy,6,30,Early Morning,18,15,Evening
GoAir,Banglore,Delhi,BLR → DEL,175,0,3898,2019,1,5,Saturday,1,Winter,7,45,Early Morning,10,40,Morning
Vistara,Kolkata,Banglore,CCU → DEL → BLR,930,1,9397,2019,5,24,Friday,0,Summer,7,10,Early Morning,22,40,Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4591,2019,3,4,Monday,0,Summer,23,30,Night,2,20,Late Night
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,10991,2019,6,5,Wednesday,0,Rainy,5,50,Early Morning,20,25,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,160,0,4622,2019,3,3,Sunday,1,Summer,6,55,Early Morning,9,35,Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,14714,2019,6,6,Thursday,0,Rainy,11,30,Morning,19,0,Evening
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,6,18,Tuesday,0,Rainy,8,30,Morning,11,20,Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,2228,2019,3,18,Monday,0,Summer,2,55,Late Night,4,25,Early Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,10703,2019,6,5,Wednesday,0,Rainy,17,0,Evening,23,35,Night
Vistara,Banglore,Delhi,BLR → DEL,155,0,5613,2019,3,5,Tuesday,0,Summer,17,0,Evening,19,35,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,700,1,13759,2019,3,24,Sunday,1,Summer,6,30,Early Morning,18,10,Evening
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,12,6,Friday,0,Winter,13,0,Afternoon,15,50,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4944,2019,3,21,Thursday,0,Summer,0,40,Late Night,3,25,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,10262,2019,6,24,Monday,0,Rainy,14,0,Afternoon,19,0,Evening
SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,435,1,8479,2019,6,6,Thursday,0,Rainy,11,35,Morning,18,50,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,7514,2019,3,6,Wednesday,0,Summer,7,35,Early Morning,16,10,Evening
Air India,Delhi,Cochin,DEL → COK,180,0,6934,2019,6,5,Wednesday,0,Rainy,14,10,Afternoon,17,10,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,8085,2019,3,21,Thursday,0,Summer,10,0,Morning,21,0,Night
Vistara,Delhi,Cochin,DEL → COK,190,0,7266,2019,9,3,Tuesday,0,Rainy,6,0,Early Morning,9,10,Morning
IndiGo,Delhi,Cochin,DEL → BLR → COK,320,1,6493,2019,3,6,Wednesday,0,Summer,17,5,Evening,22,25,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,540,1,14714,2019,6,27,Thursday,0,Rainy,10,0,Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,390,1,7485,2019,5,21,Tuesday,0,Summer,19,0,Evening,1,30,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,925,1,10262,2019,6,6,Thursday,0,Rainy,13,0,Afternoon,4,25,Early Morning
Vistara,Banglore,Delhi,BLR → DEL,165,0,4878,2019,3,21,Thursday,0,Summer,9,50,Morning,12,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1530,1,10262,2019,6,27,Thursday,0,Rainy,17,30,Evening,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,755,1,8614,2019,6,15,Saturday,1,Rainy,6,40,Early Morning,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1665,1,12032,2019,3,27,Wednesday,0,Summer,16,0,Evening,19,45,Evening
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,375,1,12284,2019,3,18,Monday,0,Summer,7,0,Early Morning,13,15,Afternoon
GoAir,Banglore,Delhi,BLR → DEL,175,0,3419,2019,5,27,Monday,0,Summer,7,45,Early Morning,10,40,Morning
IndiGo,Delhi,Cochin,DEL → HYD → COK,370,1,6528,2019,3,21,Thursday,0,Summer,16,10,Evening,22,20,Night
Vistara,Banglore,Delhi,BLR → DEL,160,0,5403,2019,3,24,Sunday,1,Summer,7,0,Early Morning,9,40,Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,9732,2019,5,27,Monday,0,Summer,11,30,Morning,19,0,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,320,1,5761,2019,4,15,Monday,0,Summer,6,50,Early Morning,12,10,Afternoon
Air India,Kolkata,Banglore,CCU → DEL → AMD → BLR,1345,2,12009,2019,6,6,Thursday,0,Rainy,7,0,Early Morning,5,25,Early Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1590,1,8586,2019,5,18,Saturday,1,Summer,5,45,Early Morning,8,15,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6144,2019,5,24,Friday,0,Summer,17,45,Evening,20,45,Night
SpiceJet,Banglore,Delhi,BLR → DEL,160,0,3257,2019,5,24,Friday,0,Summer,5,55,Early Morning,8,35,Morning
Air India,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,560,2,13757,2019,6,3,Monday,0,Rainy,5,30,Early Morning,14,50,Afternoon
IndiGo,Delhi,Cochin,DEL → COK,185,0,5895,2019,3,15,Friday,0,Summer,14,30,Afternoon,17,35,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,585,1,9663,2019,5,21,Tuesday,0,Summer,18,55,Evening,4,40,Early Morning
SpiceJet,Banglore,Delhi,BLR → DEL,160,0,3311,2019,6,5,Wednesday,0,Rainy,5,55,Early Morning,8,35,Morning
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,6297,2019,5,18,Saturday,1,Summer,6,5,Early Morning,11,20,Morning
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,4049,2019,5,27,Monday,0,Summer,9,10,Morning,10,40,Morning
Air India,Banglore,Delhi,BLR → DEL,170,0,6961,2019,3,6,Wednesday,0,Summer,13,20,Afternoon,16,10,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3384,2019,3,27,Wednesday,0,Summer,8,20,Morning,10,35,Morning
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3859,2019,6,5,Wednesday,0,Rainy,8,20,Morning,10,35,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,12524,2019,6,6,Thursday,0,Rainy,8,45,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,325,1,12284,2019,3,18,Monday,0,Summer,7,0,Early Morning,12,25,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,10262,2019,6,15,Saturday,1,Rainy,2,15,Late Night,12,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,13344,2019,6,24,Monday,0,Rainy,5,30,Early Morning,12,35,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,4,18,Thursday,0,Summer,17,45,Evening,20,45,Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,490,1,7054,2019,6,5,Wednesday,0,Rainy,14,20,Afternoon,22,30,Night
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,4082,2019,3,18,Monday,0,Summer,22,50,Night,1,20,Late Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,13029,2019,5,21,Tuesday,0,Summer,9,40,Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,7064,2019,1,4,Friday,0,Winter,16,30,Evening,22,35,Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,3,5,Tuesday,0,Summer,7,10,Early Morning,10,10,Morning
Air India,Kolkata,Banglore,CCU → GAU → BLR,675,1,8450,2019,12,5,Thursday,0,Winter,9,50,Morning,21,5,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1220,1,10844,2019,6,6,Thursday,0,Rainy,20,0,Night,16,20,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3175,2019,1,4,Friday,0,Winter,16,55,Evening,18,25,Evening
Air India,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,12646,2019,6,27,Thursday,0,Rainy,12,55,Afternoon,19,15,Evening
Air India,Banglore,Delhi,BLR → DEL,165,0,7171,2019,5,24,Friday,0,Summer,17,0,Evening,19,45,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,420,1,13727,2019,5,15,Wednesday,0,Summer,14,0,Afternoon,21,0,Night
Air India,Delhi,Cochin,DEL → COK,185,0,5201,2019,6,27,Thursday,0,Rainy,18,5,Evening,21,10,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,455,1,9001,2019,5,15,Wednesday,0,Summer,11,40,Morning,19,15,Evening
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,5,15,Wednesday,0,Summer,13,0,Afternoon,15,50,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,835,1,10546,2019,9,5,Thursday,0,Rainy,7,5,Early Morning,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1425,1,15554,2019,5,18,Saturday,1,Summer,19,15,Evening,19,0,Evening
Air India,Banglore,Delhi,BLR → DEL,165,0,5228,2019,4,15,Monday,0,Summer,6,10,Early Morning,8,55,Morning
Air India,Delhi,Cochin,DEL → BOM → COK,615,1,9404,2019,6,24,Monday,0,Rainy,9,0,Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,605,1,8601,2019,3,21,Thursday,0,Summer,9,10,Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,765,1,8888,2019,9,5,Thursday,0,Rainy,9,45,Morning,22,30,Night
Vistara,Banglore,Delhi,BLR → DEL,155,0,5088,2019,3,24,Sunday,1,Summer,16,0,Evening,18,35,Evening
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,9,5,Thursday,0,Rainy,10,10,Morning,13,0,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,440,1,8323,2019,9,4,Wednesday,0,Rainy,6,0,Early Morning,13,20,Afternoon
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,15339,2019,6,27,Thursday,0,Rainy,13,25,Afternoon,12,35,Afternoon
Vistara,Chennai,Kolkata,MAA → CCU,140,0,11982,2019,6,5,Wednesday,0,Rainy,17,45,Evening,20,5,Night
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,330,1,8844,2019,12,5,Thursday,0,Winter,15,55,Afternoon,21,25,Night
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,6,6,Thursday,0,Rainy,13,15,Afternoon,15,35,Afternoon
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5678,2019,3,24,Sunday,1,Summer,10,20,Morning,11,50,Morning
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5277,2019,5,21,Tuesday,0,Summer,22,5,Night,0,25,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,6,27,Thursday,0,Rainy,7,10,Early Morning,10,5,Morning
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,765,2,8049,2019,3,3,Sunday,1,Summer,8,35,Morning,21,20,Night
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3543,2019,5,15,Wednesday,0,Summer,17,45,Evening,20,5,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1485,1,10262,2019,6,6,Thursday,0,Rainy,18,15,Evening,19,0,Evening
IndiGo,Delhi,Cochin,DEL → BLR → COK,295,1,6496,2019,12,6,Friday,0,Winter,5,10,Early Morning,10,5,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,705,1,10844,2019,5,21,Tuesday,0,Summer,6,30,Early Morning,18,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,705,1,12032,2019,3,27,Wednesday,0,Summer,7,5,Early Morning,18,50,Evening
Vistara,Delhi,Cochin,DEL → COK,190,0,6741,2019,4,18,Thursday,0,Summer,6,0,Early Morning,9,10,Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,9,5,Thursday,0,Rainy,4,0,Early Morning,6,50,Early Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3841,2019,5,24,Friday,0,Summer,6,55,Early Morning,9,30,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,395,1,15288,2019,3,3,Sunday,1,Summer,19,0,Evening,1,35,Late Night
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,2050,2019,3,18,Monday,0,Summer,21,5,Night,22,25,Night
Vistara,Chennai,Kolkata,MAA → CCU,135,0,4842,2019,3,24,Sunday,1,Summer,7,5,Early Morning,9,20,Morning
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1420,2,6643,2019,3,21,Thursday,0,Summer,19,10,Evening,18,50,Evening
IndiGo,Delhi,Cochin,DEL → BLR → COK,300,1,9581,2019,3,3,Sunday,1,Summer,5,5,Early Morning,10,5,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4804,2019,5,15,Wednesday,0,Summer,21,25,Night,0,5,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,730,1,11667,2019,12,6,Friday,0,Winter,7,5,Early Morning,19,15,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,455,1,6442,2019,6,27,Thursday,0,Rainy,8,35,Morning,16,10,Evening
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1760,2,15129,2019,5,24,Friday,0,Summer,23,5,Night,4,25,Early Morning
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4544,2019,3,4,Monday,0,Summer,11,10,Morning,14,5,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,9663,2019,5,15,Wednesday,0,Summer,20,0,Night,9,20,Morning
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3100,2019,5,27,Monday,0,Summer,6,20,Early Morning,7,40,Early Morning
IndiGo,Delhi,Cochin,DEL → HYD → COK,320,1,5761,2019,3,21,Thursday,0,Summer,6,40,Early Morning,12,0,Afternoon
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3100,2019,9,5,Thursday,0,Rainy,21,5,Night,22,25,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,425,1,13626,2019,12,6,Friday,0,Winter,16,30,Evening,23,35,Night
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5678,2019,3,24,Sunday,1,Summer,19,35,Evening,21,5,Night
Air India,Delhi,Cochin,DEL → COK,170,0,5201,2019,9,5,Thursday,0,Rainy,5,10,Early Morning,8,0,Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,690,1,14151,2019,5,21,Tuesday,0,Summer,9,35,Morning,21,5,Night
Air Asia,Banglore,Delhi,BLR → DEL,165,0,4483,2019,3,5,Tuesday,0,Summer,11,10,Morning,13,55,Afternoon
Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,15544,2019,5,18,Saturday,1,Summer,5,30,Early Morning,12,35,Afternoon
IndiGo,Delhi,Cochin,DEL → COK,195,0,5601,2019,5,27,Monday,0,Summer,21,5,Night,0,20,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,165,0,3419,2019,3,4,Monday,0,Summer,1,30,Late Night,4,15,Early Morning
Air Asia,Delhi,Cochin,DEL → BLR → COK,870,1,6451,2019,4,27,Saturday,1,Summer,7,55,Early Morning,22,25,Night
Air India,Banglore,Delhi,BLR → DEL,170,0,6961,2019,6,24,Monday,0,Rainy,21,5,Night,23,55,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,4174,2019,12,6,Friday,0,Winter,17,10,Evening,19,40,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,8824,2019,3,24,Sunday,1,Summer,6,30,Early Morning,16,20,Evening
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,7947,2019,5,15,Wednesday,0,Summer,15,45,Afternoon,22,5,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,420,1,13587,2019,6,27,Thursday,0,Rainy,14,0,Afternoon,21,0,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3841,2019,6,15,Saturday,1,Rainy,6,55,Early Morning,9,30,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4804,2019,6,21,Friday,0,Rainy,21,25,Night,0,5,Late Night
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4778,2019,1,3,Thursday,0,Winter,20,25,Night,23,5,Night
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3540,2019,1,6,Sunday,1,Winter,5,15,Early Morning,7,40,Early Morning
IndiGo,Delhi,Cochin,DEL → HYD → COK,835,1,6442,2019,6,27,Thursday,0,Rainy,8,35,Morning,22,30,Night
Air India,Kolkata,Banglore,CCU → BLR,155,0,4145,2019,6,27,Thursday,0,Rainy,20,45,Night,23,20,Night
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,5644,2019,9,6,Friday,0,Rainy,14,25,Afternoon,16,55,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,5224,2019,3,5,Tuesday,0,Summer,14,25,Afternoon,16,55,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1520,1,5963,2019,3,21,Thursday,0,Summer,17,30,Evening,18,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,780,1,11264,2019,5,27,Monday,0,Summer,6,0,Early Morning,19,0,Evening
GoAir,Delhi,Cochin,DEL → BOM → COK,310,1,10188,2019,3,27,Wednesday,0,Summer,14,10,Afternoon,19,20,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,10844,2019,5,18,Saturday,1,Summer,20,0,Night,9,20,Morning
IndiGo,Banglore,Delhi,BLR → IDR → DEL,295,1,7166,2019,3,15,Friday,0,Summer,13,40,Afternoon,18,35,Evening
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,450,1,14815,2019,3,18,Monday,0,Summer,11,40,Morning,19,10,Evening
